eventDate
140803
140812
140815
140819
140821
140821
140911
140912
140917
140928
141018
141018
141024
141029
141031
141101
141102
141115
141116
141116
141118
141119
141128
141211
141217
141218
141220
141221
141231
150113
150114
150115
150116
150117
150122
150124
150211
150213
150216
150221
150318
150319
150320
150321
150321
150322
150324
150325
150327
150327
150328
150328
150329
150329
150330
150331
150401
150403
150403
150408
150409
150410
150411
150411
150412
150417
150422
150423
150424
150427
150501
150505
150508
150510
150516
150516
150517
150521
150522
150523
150526
150527
150527
150529
150602
150612
150615
150617
150618
150618
150621
150626
150703
150704
150707
150710
150710
150712
150717
150718
150723
150724
150725
150727
150731
150801
150801
150802
150807
150813
150820
150826
150828
150903
150904
150905
150907
150908
150909
150911
150911
150912
150913
150915
150915
150915
150916
150917
150918
150918
150920
150922
150922
150922
150924
151002
151002
151003
151004
151007
151008
151009
151009
151011
151013
151014
151016
151017
151017
151018
151020
151023
151024
151024
151025
151028
151029
151030
151030
151031
151102
151104
151105
151105
151106
151106
151107
151107
151111
151113
151119
151120
151125
151126
151128
151201
151202
151206
151207
151207
151208
151208
151209
151211
151213
151222
151225
151225
151227
151230
151231
160101
160108
160110
160114
160114
160114
160115
160116
160118
160120
160122
160126
160129
160129
160205
160210
160212
160217
160217
160218
160219
160221
160225
160226
160301
160304
160305
160311
160315
160316
160317
160317
160318
160318
160319
160320
160321
160321
160322
160323
160324
160325
160326
160327
160329
160329
160331
160401
160404
160405
160413
160415
160415
160419
160419
160422
160429
160429
160430
160506
160507
160510
160511
160512
160513
160514
160518
160519
160520
160520
160521
160524
160526
160527
160527
160527
160529
160602
160603
160604
160604
160610
160617
160618
160624
160710
160713
160716
160718
160730
160801
160806
160812
160812
160813
160815
160815
160828
160901
160903
160903
160907
160908
160908
160909
160909
160910
160910
160913
160913
160921
160923
160924
160924
160925
160927
160928
160930
161001
161002
161006
161006
161008
161018
161021
161021
161022
161022
161023
161028
161101
161111
161118
161119
161122
161125
161127
161128
161209
161216
161223
161224
161226
161226
161226
161228
161229
161229
161231
161231
170106
170111
170113
170114
170114
170115
170116
170118
170119
170120
170124
170202
170203
170206
170207
170208
170210
170210
170211
170211
170212
170217
170221
170221
170221
170224
170226
170227
170228
170228
170302
170304
170305
170305
170309
170310
170315
170316
170319
170321
170323
170327
170327
170328
170329
170330
170331
170404
170404
170404
170414
170415
170416
170419
170421
170422
170423
170424
170425
170426
170428
170512
170513
170519
170520
170520
170523
170524
170524
170525
170525
170527
170527
170603
170603
170609
170611
170620
170621
170630
170708
170709
170714
170715
170717
170721
170724
170726
170729
170801
170803
170804
170805
170806
170818~170820
170822
170823
170823
170823
170827
170829
170901
170903
170903
170907
170909
170915
170915
170920
170920
170920
170923
170923
170924
170930
171001
171014
171019
171021
171028
171029
171030
171101
171103
171104
171105
171116
171117
171117
171122
171123
171123
171123
171125
171128
171129
171201
171202
171202
171207
171208
171210
171213
171214
171225
171225
171229
171231~180101
180110
180115
180127
180202
180202
180204
180207
180207
180207
180210
180210
180220
180221
180228
180228
180302
180305
180316
180319
180320~180321
180321
180322
180327
180329
180330
180331
180401
180401
180404
180405
180406
180408
180413
180414
180421
180421
180422
180426
180428
180501
180512
